"";"NIVEL";"COD";"LOCALIZACAO";"PROD_T";"PROD_T_01";"PROD_T_02";"PROD_T_03";"PROD_T_04";"PROD_T_05";"PROD_T_06";"PROD_T_07";"PROD_AF";"PROD_AF_01";"PROD_AF_02";"PROD_AF_03";"PROD_AF_04";"PROD_AF_05";"PROD_AF_06";"PROD_AF_07";"PROD_MP";"PROD_MP_01";"PROD_MP_02";"PROD_MP_03";"PROD_MP_04";"PROD_MP_05";"PROD_MP_06";"PROD_MP_07";"AREA_T";"AREA_AF";"AREA_MP";"O_NEST_LACO_T";"O_NEST_LACO_AF";"O_NEST_LACO_MP";"O_T";"O_AF";"O_MP";"O_LACO_T";"O_LACO_AF";"O_LACO_MP";"VP_T";"VP_T_AN";"VP_T_VG";"VP_AF";"VP_AF_AN";"VP_AF_VG";"VP_MP";"VP_MP_AN";"VP_MP_VG";"R_NEST_T_TOT";"R_NEST_T_1";"R_NEST_T_101";"R_NEST_T_102";"R_NEST_T_103";"R_NEST_T_2";"R_NEST_T_201";"R_NEST_T_202";"R_NEST_T_203";"R_NEST_T_204";"R_NEST_T_205";"R_NEST_T_3";"R_NEST_T_301";"R_NEST_T_302";"R_NEST_T_303";"R_NEST_T_304";"R_NEST_T_305";"R_NEST_T_306";"R_NEST_T_307";"R_NEST_AF_TOT";"R_NEST_AF_1";"R_NEST_AF_101";"R_NEST_AF_102";"R_NEST_AF_103";"R_NEST_AF_2";"R_NEST_AF_201";"R_NEST_AF_202";"R_NEST_AF_203";"R_NEST_AF_204";"R_NEST_AF_205";"R_NEST_AF_3";"R_NEST_AF_301";"R_NEST_AF_302";"R_NEST_AF_303";"R_NEST_AF_304";"R_NEST_AF_305";"R_NEST_AF_306";"R_NEST_AF_307";"R_NEST_MP_TOT";"R_NEST_MP_1";"R_NEST_MP_101";"R_NEST_MP_102";"R_NEST_MP_103";"R_NEST_MP_2";"R_NEST_MP_201";"R_NEST_MP_202";"R_NEST_MP_203";"R_NEST_MP_204";"R_NEST_MP_205";"R_NEST_MP_3";"R_NEST_MP_301";"R_NEST_MP_302";"R_NEST_MP_303";"R_NEST_MP_304";"R_NEST_MP_305";"R_NEST_MP_306";"R_NEST_MP_307";"R_VALOR_T_TOT";"R_VALOR_T_1";"R_VALOR_T_101";"R_VALOR_T_102";"R_VALOR_T_103";"R_VALOR_T_2";"R_VALOR_T_201";"R_VALOR_T_202";"R_VALOR_T_203";"R_VALOR_T_204";"R_VALOR_T_205";"R_VALOR_T_3";"R_VALOR_T_301";"R_VALOR_T_302";"R_VALOR_T_303";"R_VALOR_T_304";"R_VALOR_T_305";"R_VALOR_T_306";"R_VALOR_T_307";"R_VALOR_AF_TOT";"R_VALOR_AF_1";"R_VALOR_AF_101";"R_VALOR_AF_102";"R_VALOR_AF_103";"R_VALOR_AF_2";"R_VALOR_AF_201";"R_VALOR_AF_202";"R_VALOR_AF_203";"R_VALOR_AF_204";"R_VALOR_AF_205";"R_VALOR_AF_3";"R_VALOR_AF_301";"R_VALOR_AF_302";"R_VALOR_AF_303";"R_VALOR_AF_304";"R_VALOR_AF_305";"R_VALOR_AF_306";"R_VALOR_AF_307";"R_VALOR_MP_TOT";"R_VALOR_MP_1";"R_VALOR_MP_101";"R_VALOR_MP_102";"R_VALOR_MP_103";"R_VALOR_MP_2";"R_VALOR_MP_201";"R_VALOR_MP_202";"R_VALOR_MP_203";"R_VALOR_MP_204";"R_VALOR_MP_205";"R_VALOR_MP_3";"R_VALOR_MP_301";"R_VALOR_MP_302";"R_VALOR_MP_303";"R_VALOR_MP_304";"R_VALOR_MP_305";"R_VALOR_MP_306";"R_VALOR_MP_307";"COD_ESTADO";"COD_REGIAO"
"155";"MI";"25003";"Sousa (PB)";9247;5951;888;123;321;1576;206;182;7273;4743;744;91;229;1195;156;115;1978;1211;144;33;92;381;50;67;286736;136759;150259;9084;7176;1912;20509;15428;5100;17069;13714;3369;106247;91471;14776;65339;56612;8726;43733;37629;6105;9023;5956;934;5542;244;396;140;0;13;113;141;8306;4363;2321;1523;11;5;2;2458;7062;4696;725;4381;187;319;103;0;9;103;112;6483;4069;690;1288;11;5;2;2015;1965;1264;211;1165;57;77;37;0;4;10;29;1825;295;1632;235;0;0;0;443;228140;100549;7507;77648;15395;3102;1666;0;176;133;1126;124489;80381;35335;1346;26;NA;NA;7259;145699;57697;4229;46306;7162;1613;851;0;NA;NA;610;86389;74079;5109;1144;26;NA;NA;5890;85322;45662;3326;34103;8233;1489;815;0;NA;NA;516;38172;6314;30287;202;0;0;0;1369;"25";"2"
"156";"MI";"25004";"Patos (PB)";2692;1905;216;59;85;378;12;37;1998;1412;163;47;68;272;9;27;698;496;54;12;17;106;3;10;143411;48256;95410;2670;1985;689;8115;5831;2303;6622;5154;1478;40476;34598;5879;25790;22119;3671;19230;16901;2329;2673;1869;312;1755;124;313;56;0;2;5;252;2513;1161;848;637;0;1;28;914;1980;1405;237;1323;97;272;37;0;0;4;233;1841;1051;239;531;0;1;28;701;697;468;75;436;27;41;19;0;2;1;19;674;112;609;106;0;0;0;213;77020;35056;2699;27412;4945;675;267;0;NA;NA;350;41290;21169;16963;545;0;NA;NA;2566;45282;21266;1407;17055;2804;508;179;0;0;4;325;23507;18609;2426;454;0;NA;NA;1971;36176;18204;1292;14772;2140;166;89;0;NA;NA;25;17806;2584;14537;90;0;0;0;595;"25";"2"
"157";"MI";"25005";"Piancó (PB)";5162;4157;192;131;292;258;8;124;4243;3497;140;100;225;200;6;75;921;662;52;31;67;58;2;49;168813;78745;90077;5100;4219;883;11037;8762;2284;9393;7875;1527;52414;43907;8507;37220;29898;7322;16347;14762;1585;4915;3239;595;3019;157;378;55;2;0;0;321;4277;2192;1171;487;3;4;2;1343;4000;2607;497;2430;143;327;46;2;0;0;279;3409;2051;399;406;3;2;2;1135;917;633;98;590;15;52;9;1;0;0;42;869;141;772;81;0;2;0;209;101279;39552;1285;36273;1994;1089;NA;NA;0;0;825;60639;37474;18415;444;NA;115;NA;4184;68088;26319;1086;23403;1830;784;NA;NA;0;0;597;40985;34121;2859;NA;NA;NA;NA;3565;33958;13987;199;13622;167;311;NA;NA;0;0;228;19660;3353;15556;NA;0;NA;0;624;"25";"2"
"158";"MI";"25006";"Itaporanga (PB)";7165;4647;92;414;390;1391;188;43;5422;3580;73;305;324;997;118;25;1745;1069;19;109;66;394;70;18;177310;109436;67946;7128;5402;1728;17120;12731;4403;14044;10922;3126;56152;39128;17024;40874;27887;12987;16160;11642;4518;6988;4758;1396;4132;711;493;195;1;4;4;298;6568;2801;2253;699;19;7;2;2588;5251;3709;1132;3231;583;365;143;0;3;1;225;4865;2580;659;574;16;3;2;2108;1739;1051;265;903;129;128;52;1;1;3;73;1705;221;1595;125;3;4;0;481;131192;38735;6378;28141;4216;3410;1990;NA;7;NA;929;89048;51897;29266;619;55;NA;NA;7063;87272;27628;4701;19208;3719;1922;1275;0;NA;NA;642;57722;47334;3934;513;NA;NA;NA;5835;45366;12527;2157;9333;1037;1488;715;NA;NA;NA;287;31352;4563;25356;106;NA;NA;0;1230;"25";"2"
"159";"MI";"25007";"Serra do Teixeira (PB)";10683;8661;77;217;385;1101;191;51;9020;7399;70;171;284;917;147;32;1665;1264;7;46;101;184;44;19;132659;94532;38005;10636;8994;1646;30528;25292;5122;26234;22174;4074;79971;57665;22306;46103;28190;17913;14953;9227;5726;10374;5866;1712;4986;488;561;146;0;15;37;383;9963;4578;2158;1296;6;1;1;4269;8715;4945;1433;4224;432;468;120;0;12;31;320;8332;4421;624;1073;5;1;1;3802;1661;923;280;764;58;94;27;0;3;6;64;1634;158;1535;223;1;0;0;468;179739;58884;5917;47871;5096;1792;830;0;63;59;840;119063;82583;21731;1121;NA;NA;NA;13619;123969;27348;3553;20345;3450;1334;523;0;NA;NA;708;95286;NA;2761;933;8;NA;NA;12230;37709;13325;3054;8031;2240;544;357;0;NA;NA;167;23840;NA;19005;188;NA;0;0;1392;"25";"2"
"160";"MI";"25008";"Seridó Ocidental Paraibano (PB)";2245;1615;130;26;84;381;8;1;1735;1236;107;19;65;303;4;1;512;381;23;7;19;78;4;0;114092;48528;65593;2245;1735;512;5321;4019;1311;4823;3788;1043;21038;18928;2110;14126;12358;1769;8230;7336;894;2164;1424;124;1371;88;75;25;4;10;8;31;2009;1095;519;461;5;0;0;604;1659;1117;101;1076;75;65;19;3;7;8;31;1525;1006;103;397;4;0;0;462;507;309;24;297;14;11;6;1;3;0;1;486;91;416;64;1;0;0;142;52627;17759;1066;15236;1456;313;167;37;54;26;30;34555;22176;10438;392;12;0;0;1538;33155;11677;951;9554;1172;251;108;NA;NA;26;30;21228;18900;772;NA;NA;0;0;1206;20751;7313;575;6447;290;63;59;NA;NA;0;NA;13375;3323;9665;NA;NA;0;0;332;"25";"2"
"161";"MI";"25009";"Seridó Oriental Paraibano (PB)";6813;5062;211;31;340;1012;149;8;5010;3891;167;19;209;639;80;5;1805;1173;44;12;131;373;69;3;167614;63244;104378;6807;5007;1802;17365;12806;4565;16239;12159;4086;35338;26346;8992;24352;18551;5801;12001;8310;3691;6694;4575;1018;4156;189;524;137;0;38;15;344;6445;2975;2219;2108;10;0;1;2695;4905;3375;816;3040;148;406;100;0;23;11;277;4694;2757;574;1684;8;0;0;1887;1791;1202;202;1118;41;119;37;0;15;4;68;1753;218;1646;425;2;0;1;809;113340;27656;5357;19350;2948;3551;679;0;287;18;2567;82134;52573;21584;1823;NA;0;NA;6144;77646;18097;3040;13355;1702;2810;401;0;101;11;2296;56739;48322;2629;1463;7;0;0;4318;36240;10074;2316;6511;1246;752;277;0;186;6;283;25414;4251;18972;361;NA;0;NA;1827;"25";"2"
"162";"MI";"25010";"Cariri Ocidental (PB)";11476;9274;709;39;350;753;323;28;8711;7145;567;24;253;491;215;16;2772;2133;142;15;97;264;109;12;463937;182605;273358;11455;8699;2763;31920;23450;8252;26589;20589;6019;98472;78770;19703;63517;52066;11451;32325;26724;5601;11241;7279;663;6942;520;1074;354;1;23;143;793;10659;5462;3311;2622;47;12;76;3608;8492;5557;516;5298;426;844;276;0;17;106;634;7992;5007;909;2134;42;8;56;2740;2756;1728;147;1649;94;231;78;1;6;37;160;2672;456;2404;488;5;4;20;871;239418;81135;9885;65225;6025;7024;1993;NA;NA;243;4645;151259;98000;41656;2244;84;168;79;9028;158202;50075;3513;42127;4435;5251;1326;0;90;189;3646;102876;87748;6055;1825;NA;NA;62;6966;76977;28503;3713;23839;951;2464;844;NA;NA;54;1513;46010;10089;33387;420;NA;NA;17;2066;"25";"2"
"163";"MI";"25011";"Cariri Oriental (PB)";6418;5310;149;29;34;576;282;38;4493;3786;110;17;21;327;213;19;1927;1526;39;12;13;249;69;19;270771;97645;173283;6402;4489;1915;15192;10503;4698;13314;9581;3741;84949;75073;9876;59118;52438;6680;26849;23581;3268;6373;5195;525;5013;678;500;216;2;32;108;166;6073;2913;2471;854;5;0;1;1982;4455;3684;380;3569;555;366;140;0;24;89;134;4196;2623;733;608;5;0;1;1322;1920;1513;145;1446;124;135;77;2;8;19;32;1879;292;1738;246;0;0;0;660;183565;83139;5133;59211;18796;3872;1364;NA;NA;918;1497;96554;54756;36634;752;NA;0;NA;4403;116553;56226;2956;40191;13078;2538;755;0;57;683;1045;57788;48152;6163;544;NA;0;NA;2921;67987;27852;2176;19841;5834;1334;609;NA;NA;236;452;38802;6640;30471;208;0;0;0;1483;"25";"2"
"164";"MI";"25012";"Curimataú Ocidental (PB)";9853;6617;1107;40;414;1467;203;5;7454;5017;926;32;250;1083;143;3;2405;1605;181;8;164;385;60;2;246042;99767;145449;9851;7453;2404;27839;21055;6742;23665;18463;5225;82836;61976;20860;51227;34974;16253;27299;20466;6833;9712;6967;1969;6166;348;765;343;2;23;27;376;9295;4248;2676;2991;11;3;9;4025;7327;5251;1595;4636;271;585;302;2;16;21;246;6984;3841;615;2435;11;3;6;3094;2391;1722;375;1534;77;180;41;0;7;6;130;2315;408;2063;557;0;0;3;933;191456;64477;7109;54624;2744;3428;1508;NA;NA;25;1826;123551;77952;31395;2692;9;NA;NA;11425;121620;36333;4949;29319;2065;1662;702;NA;NA;18;928;83624;NA;3420;2083;9;NA;NA;8964;64007;22430;2993;18758;679;1687;727;0;55;8;898;39890;8764;28044;610;0;0;8;2463;"25";"2"
"165";"MI";"25013";"Curimataú Oriental (PB)";7139;5067;729;68;373;519;194;189;5875;4216;616;58;304;412;136;133;1265;852;113;10;69;107;58;56;83326;44005;39339;7055;5839;1217;19898;16179;3721;16200;13601;2601;40560;28215;12345;28956;18943;10013;12213;9849;2364;6968;4607;1710;3825;181;421;104;1;6;19;293;6583;3209;1425;1674;22;18;22;2913;5717;3815;1426;3190;158;360;91;0;5;17;248;5377;2992;357;1453;18;15;20;2439;1252;793;284;636;23;61;13;1;1;2;45;1207;218;1068;221;4;3;2;474;118139;29934;4540;24084;1310;1827;530;NA;NA;14;1263;86378;59925;16823;1429;32;317;29;7822;84961;19681;3635;15439;608;1129;400;0;NA;NA;713;64151;54426;1562;1239;25;NA;NA;6629;33766;10829;905;9221;702;698;130;NA;NA;NA;550;22239;5511;15261;190;6;NA;NA;1193;"25";"2"
"166";"MI";"25014";"Esperança (PB)";4143;2778;71;72;299;905;17;1;3193;2197;60;61;216;654;5;0;951;582;11;11;83;251;12;1;18820;11001;7766;4136;3193;945;11780;9088;2659;9986;7886;2107;30353;20119;10233;17516;9840;7676;8973;6405;2568;4091;2839;2072;1698;75;330;102;1;28;29;180;3896;1859;1146;842;5;0;4;1646;3142;2212;1640;1342;66;284;78;0;24;21;169;2969;1741;275;706;3;0;3;1234;950;628;433;357;9;47;25;1;4;8;11;928;118;872;136;2;0;1;412;76187;23752;5644;17478;629;2841;575;NA;NA;37;2087;49594;33854;10698;738;NA;0;NA;4289;52121;12625;4078;7979;568;2421;471;0;120;28;1801;37075;31857;1282;622;NA;0;NA;3305;20208;7254;1568;5624;62;423;106;NA;NA;9;286;12531;1997;9428;116;NA;0;NA;984;"25";"2"
"167";"MI";"25015";"Brejo Paraibano (PB)";9221;6711;1132;75;285;612;386;20;7142;5117;956;62;191;484;316;16;2093;1607;177;13;94;128;70;4;82147;37002;42157;9199;7138;2076;25437;18623;6470;21154;16771;4417;135563;46113;89450;81702;20312;61390;54409;26181;28228;9042;6959;5152;3803;211;346;68;13;7;43;220;8121;3903;2487;860;5;7;6;3013;6968;5488;4191;2922;151;271;46;3;3;31;189;6179;3669;624;725;4;3;5;2391;2088;1481;973;887;59;78;22;10;3;13;33;1954;240;1868;135;1;4;1;625;237962;114886;55190;41978;17718;6058;823;531;2232;74;2398;117018;71128;37469;825;6;37;15;7537;136294;58390;38186;17001;3204;2246;421;NA;NA;69;1707;75657;65044;3793;703;NA;NA;NA;6073;96052;53354;15498;25342;12515;1813;312;NA;NA;10;696;40885;6192;33089;122;NA;NA;NA;1468;"25";"2"
"168";"MI";"25016";"Guarabira (PB)";9164;7028;318;181;137;1249;201;50;7013;5470;286;139;89;858;138;33;2154;1558;32;45;48;391;63;17;96553;40933;53849;9156;7009;2150;23138;16785;6148;19227;14835;4398;131900;80186;51714;68577;32924;35653;46372;30680;15692;8796;6223;3277;4521;201;226;97;0;0;5;125;7709;3930;2443;75;12;2;1;2191;6660;4803;2718;3402;158;171;67;0;0;4;101;5641;3728;446;63;11;2;1;1732;2139;1423;564;1118;44;55;31;0;0;1;23;2069;202;1997;12;1;0;0;459;251585;121480;38441;71301;11737;3825;1884;0;0;7;1934;126279;72000;48689;173;41;NA;NA;5347;133934;58213;25429;29724;3061;1327;804;0;0;NA;NA;74394;65506;4490;55;NA;NA;NA;4275;103570;50454;12445;29265;8744;1635;1120;0;0;NA;NA;51481;6429;43859;117;NA;0;0;1072;"25";"2"
"169";"MI";"25017";"Campina Grande (PB)";13442;10839;410;112;137;1633;304;7;8808;7261;279;78;80;900;209;1;4641;3583;132;34;58;733;95;6;127478;36363;90660;13433;8808;4635;30333;19582;10688;26501;17657;8870;149379;118895;30484;73788;53325;20463;57098;46242;10856;13185;7976;2685;6555;563;396;172;3;6;56;164;12542;5750;5175;1525;10;6;15;4413;8564;5232;1889;4266;391;249;96;2;4;32;119;8016;5266;821;1125;8;3;13;2592;4628;2751;800;2295;172;148;76;1;2;24;46;4534;487;4358;400;2;3;2;1824;324108;130132;16765;104716;8652;2177;1268;NA;NA;96;703;191799;103941;77525;1350;NA;NA;12;8933;167920;60820;11369;44644;4808;966;490;NA;NA;65;311;106134;93027;6515;1013;NA;NA;NA;5550;138771;51735;6218;41673;3844;1251;778;NA;NA;30;433;85785;10962;71077;337;NA;17;NA;3387;"25";"2"
"170";"MI";"25018";"Itabaiana (PB)";7120;3942;482;348;374;1755;174;45;5532;3008;411;293;294;1341;150;35;1587;933;71;55;80;414;24;10;108244;33238;74306;7108;5525;1582;18532;13897;4626;14488;11448;3041;58541;46355;12186;23289;14410;8879;32253;28913;3340;6720;3367;1490;2332;98;230;104;0;1;15;116;6351;2927;1677;1214;45;17;49;2433;5149;2545;1187;1726;75;147;71;0;1;12;68;4847;2781;260;1054;38;16;44;2014;1570;822;304;606;23;84;34;0;0;3;48;1503;147;1415;160;7;1;5;419;148123;47962;4006;43131;824;1178;719;0;NA;NA;413;98983;52874;37922;1027;20;477;45;6619;72732;15481;2951;11989;541;474;293;0;NA;NA;136;56777;48412;1578;894;NA;NA;NA;5390;62080;29501;1108;28110;283;804;526;0;0;1;277;31775;4487;25888;133;NA;NA;NA;1229;"25";"2"
"171";"MI";"25019";"Umbuzeiro (PB)";6189;4256;15;27;39;1722;123;7;5172;3595;15;26;30;1420;81;5;1021;664;0;1;9;303;42;2;55602;37136;18520;6185;5170;1019;15223;12575;2661;14181;11917;2273;64703;45122;19581;52113;36704;15410;15312;10376;4936;6100;4290;626;3893;892;835;60;0;7;13;760;5856;2560;1628;1082;2;0;55;2812;5084;3617;553;3270;811;788;43;0;7;12;730;4867;2458;691;878;2;0;47;2288;1020;677;74;626;82;47;17;0;0;1;30;993;106;938;204;0;0;8;524;134173;53417;6658;28209;18550;9269;472;0;7;25;8765;71488;46804;15055;952;NA;0;NA;8478;107727;41625;4482;22786;14357;8278;NA;0;7;NA;8008;57824;45025;4885;772;NA;0;NA;6968;28916;14189;2475;7377;4337;990;NA;0;0;NA;757;13736;1839;10182;180;0;0;25;1510;"25";"2"
"172";"MI";"25020";"Litoral Norte (PB)";7538;5529;862;161;107;474;176;229;5724;4133;728;130;82;363;108;180;1795;1379;134;29;25;111;68;49;122856;21687;51538;7517;5724;1787;22554;13636;5428;15618;12035;3581;280866;36776;244090;61517;12100;49417;68861;14353;54508;7173;5409;4438;2060;205;228;98;1;0;8;126;5811;2787;2066;3;0;4;15;1496;5372;4176;3446;1587;168;186;68;1;0;8;113;4153;2670;457;2;0;3;15;1200;1782;1214;974;472;37;41;29;0;0;0;12;1660;119;1609;1;0;1;0;296;349372;269930;234076;34505;1349;4411;2896;NA;0;NA;1510;75031;44360;27043;NA;0;NA;33;3582;106873;55167;43932;10097;1137;1731;548;NA;0;NA;1177;49975;NA;4521;NA;0;NA;33;2965;93158;65664;52418;13035;211;2480;2248;0;0;0;232;25014;NA;22434;NA;0;NA;0;617;"25";"2"
"173";"MI";"25021";"Sapé (PB)";7569;4027;2403;78;56;841;157;7;5913;3186;1953;57;35;565;114;3;1645;832;451;18;21;276;43;4;75458;24829;23648;7554;5913;1636;19719;14914;4288;16508;13301;3203;153402;38571;114831;48633;15205;33428;30780;16862;13918;7068;5298;4304;2355;62;143;78;0;1;29;38;5941;2949;1840;10;1;0;43;1876;5420;4109;3401;1788;48;117;62;0;1;22;34;4396;2829;339;10;0;0;42;1509;1637;1178;892;563;14;26;16;0;0;7;4;1545;120;1501;0;1;0;1;367;220330;139202;101985;36331;886;1664;1185;0;NA;NA;290;79464;48183;25842;NA;NA;0;43;5379;95129;41427;27420;13384;623;1037;622;0;NA;NA;280;52664;NA;2683;NA;0;0;NA;4429;56253;28826;12121;16442;263;628;563;0;0;55;10;26799;NA;23159;0;NA;0;NA;950;"25";"2"
"174";"MI";"25022";"João Pessoa (PB)";1915;1126;259;73;18;411;24;4;1244;757;194;44;7;217;22;3;664;362;66;27;11;195;2;1;62715;5125;19414;1901;1244;655;8252;3936;3037;5001;3330;1687;196868;37277;159591;26445;3811;22634;41140;9802;31337;1848;1443;1297;369;30;70;43;0;0;3;27;1428;613;639;0;0;0;0;464;1190;1043;966;248;21;51;31;0;0;2;20;871;531;111;0;0;0;0;324;651;393;326;118;9;19;12;0;0;1;7;560;85;528;0;0;0;0;140;222172;196272;157288;36640;2343;628;436;0;0;6;186;25272;11297;12813;0;0;0;0;1162;37872;26401;20948;3425;2029;372;275;0;0;NA;NA;11099;9007;1240;0;0;0;0;853;54498;40022;30158;9550;315;256;161;0;0;NA;NA;14219;2337;11573;0;0;0;0;309;"25";"2"
"175";"MI";"25023";"Litoral Sul (PB)";4180;2691;661;197;49;408;170;4;3344;2162;584;135;33;312;115;3;828;520;77;62;16;97;55;1;56571;12385;25697;4169;3344;821;13728;8237;3345;8131;6841;1286;191622;38336;153286;56968;7165;49803;41834;6514;35320;4021;3752;3616;423;38;169;38;0;0;1;131;2073;880;819;0;0;1;1;514;3193;3052;2958;329;33;133;28;0;0;1;104;1419;816;217;0;0;1;0;430;820;692;653;92;5;33;9;0;0;0;25;653;62;601;0;0;0;1;84;224182;154438;131714;22152;571;3585;NA;0;0;NA;3001;66159;17829;46989;0;0;NA;NA;NA;73751;55278;47837;6947;494;1492;NA;0;0;NA;1262;16981;NA;NA;0;0;NA;0;1120;52613;38346;33621;4648;77;1840;314;0;0;0;1526;12427;NA;NA;0;0;0;NA;NA;"25";"2"
"176";"MI";"26001";"Araripina (PE)";27119;22124;86;318;621;3333;553;84;23310;19252;82;259;571;2565;510;71;3814;2877;4;59;50;768;43;13;523731;389331;134547;27086;23283;3808;78215;66696;11521;69865;60759;9113;167514;126873;40642;128384;93406;34978;38386;32683;5703;25893;15913;3849;13050;1544;1828;607;23;19;35;1167;23304;10604;4404;6730;166;22;160;10490;22100;13873;3374;11373;1392;1587;505;14;15;30;1041;19655;10176;989;5800;152;22;157;8995;3798;2045;476;1681;152;244;103;10;4;5;127;3653;429;3417;931;14;0;3;1495;393792;134156;19341;94692;20123;7260;4542;42;151;93;2432;252376;172346;44718;5830;318;169;352;28644;306992;100242;16924;68281;15037;5750;3365;29;127;51;2178;201000;164846;5361;5042;274;169;347;24961;85863;34705;2420;28796;3489;1809;1278;17;24;42;450;49349;7511;37317;789;44;0;5;3683;"26";"2"
"177";"MI";"26002";"Salgueiro (PE)";11971;8998;590;319;215;1558;67;224;9490;7184;494;242;160;1208;50;152;2481;1814;96;77;55;350;17;72;361111;201290;159890;11931;9476;2455;31884;24556;7311;28333;22590;5744;74059;55347;18712;47880;35574;12305;22384;15614;6770;11414;7889;1245;7251;290;343;101;1;9;9;230;10568;5175;2709;2656;22;1;3;3720;8947;6224;1007;5707;253;273;76;1;9;8;183;8172;4853;522;2260;18;1;2;3014;2467;1665;239;1544;38;70;25;0;0;1;47;2398;323;2189;396;4;0;1;707;200168;61297;12596;45853;2848;2089;1099;NA;5;NA;957;136781;90679;33462;2281;60;NA;3;10295;134971;37325;7545;27680;2100;1310;NA;NA;5;NA;721;96336;83130;2778;1935;NA;NA;NA;8433;61491;20207;5414;14015;778;780;NA;0;0;NA;236;40504;7560;30731;346;NA;0;NA;1863;"26";"2"
"178";"MI";"26003";"Pajeú (PE)";27942;22700;672;390;905;2435;580;260;24403;19996;568;343;723;2102;491;180;3542;2707;106;45;182;333;89;80;463973;286985;172349;27764;24306;3463;63000;54120;8683;55822;49363;6472;172671;132094;40576;103628;70145;33483;35015;27825;7190;25335;12454;2987;10776;425;1956;1156;3;18;33;794;23015;11294;3948;6629;39;21;172;8225;21840;10808;2536;9398;372;1680;976;3;15;27;703;19722;10837;915;6020;39;18;171;7402;3498;1649;452;1381;52;274;180;0;3;6;89;3294;457;3031;609;0;3;1;825;371723;121728;9680;107024;5023;5114;3248;7;77;71;1711;244881;177761;41321;5726;42;171;415;19445;266359;64644;7763;53121;3760;3799;2269;7;NA;NA;1413;197916;170572;3959;5208;42;NA;NA;17553;76425;28338;1930;25173;1235;1258;979;0;NA;NA;242;46829;7180;37233;518;0;NA;NA;1894;"26";"2"
"179";"MI";"26004";"Sertão do Moxotó (PE)";16564;14670;424;31;655;438;179;167;14182;12475;387;25;581;406;157;151;2386;2199;37;6;74;32;22;16;403588;202489;199851;16517;14143;2378;44031;36358;7163;39028;33246;5793;137438;82658;54780;75781;38252;37529;32933;17927;15006;14339;7638;1802;6803;95;1406;908;2;41;11;491;12910;5963;2693;932;18;11;46;5278;12007;6359;1584;5617;67;997;633;2;26;8;355;10678;5698;611;799;18;8;32;4754;2335;1282;221;1188;28;409;275;0;15;3;136;2233;265;2083;133;0;3;14;524;240681;105801;34473;69713;1615;6466;4022;NA;70;NA;2336;128414;85960;27438;764;NA;NA;113;14082;155783;51297;22129;28160;1009;4896;2835;NA;NA;NA;1975;99591;81360;4622;655;NA;NA;NA;12834;55409;24979;9310;15063;606;1571;1187;0;NA;NA;361;28859;4599;22851;109;0;15;37;1248;"26";"2"
"180";"MI";"26005";"Petrolina (PE)";22744;17195;1478;871;612;1627;824;137;16489;12358;1078;678;480;1133;678;84;6219;4799;400;194;133;494;146;53;569386;336123;223197;22677;16476;6182;84731;46993;26672;52894;39782;13118;975342;63293;912049;207338;42907;164431;322998;16288;306710;21879;17025;8335;10100;212;2249;900;2;15;15;1339;16579;7223;6261;3216;49;45;28;5259;15685;12711;6577;7272;166;1574;591;1;9;13;976;11290;6616;1331;2326;36;16;26;3896;6158;4279;1723;2827;44;676;311;1;6;2;362;5288;606;4929;890;13;29;2;1363;1181242;936951;875601;52765;8585;8403;5977;NA;51;65;2302;235888;126969;91503;2815;94;1177;99;13230;330180;191369;155724;34630;1015;4397;2829;NA;NA;NA;1471;134414;112315;9406;2056;NA;379;NA;10090;411542;309893;295001;14022;870;3981;3223;NA;NA;NA;731;97668;14496;78449;758;NA;798;NA;3140;"26";"2"
"181";"MI";"26006";"Itaparica (PE)";11541;9353;795;166;533;305;164;225;8426;6826;640;136;297;213;133;181;3110;2521;155;30;236;92;31;45;311002;140412;169817;11467;8411;3057;36163;24375;11452;28595;20662;7948;227216;144693;82524;57092;22024;35068;68189;46706;21482;10800;6900;2703;5233;102;662;108;2;2;111;443;9080;3960;3195;1652;8;64;2;2887;7714;5141;2166;3795;71;480;63;2;1;98;318;6189;3604;529;1299;7;64;1;2230;3081;1754;534;1435;30;180;46;0;1;13;122;2892;358;2664;354;1;0;1;658;329857;214623;71673;141105;1845;4081;1374;NA;NA;407;2272;111153;61392;39895;1344;NA;696;NA;7804;118918;49766;28437;19773;1555;2842;629;NA;NA;NA;1836;66310;54886;3476;NA;NA;696;NA;6178;108022;62200;16785;45179;236;1156;746;0;NA;NA;352;44666;6542;36203;NA;NA;0;NA;1627;"26";"2"
